72:72:0.0:b'password#STA:TxTest;TM:1556949025;DISK:7194608.43;PPT:59.6;SQ:16.NET:1#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822204;DISK:7134812.44;PPT:54.8;SQ:18.;NET:22#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822224;DISK:7134804.44;PPT:53.7;SQ:18.;NET:32#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822254;DISK:7134800.44;PPT:53.2;SQ:18.;NET:42#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557822276;DISK:7134792.44;PPT:53.2;NET:13#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822306;DISK:7134776.44;PPT:52.6;SQ:17.;NET:23#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822334;DISK:7134772.44;PPT:54.8;SQ:18.;NET:33#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557822391;DISK:7134756.44;PPT:54.2;NET:14#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822454;DISK:7134744.44;PPT:53.7;SQ:18.;NET:34#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822484;DISK:7134736.44;PPT:54.8;SQ:18.;NET:44#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822506;DISK:7134732.44;PPT:52.6;SQ:18.;NET:15#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822541;DISK:7134724.44;PPT:52.6;SQ:18.;NET:25#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822562;DISK:7134720.44;PPT:53.7;SQ:18.;NET:35#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822591;DISK:7134712.44;PPT:54.2;SQ:18.;NET:45#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822612;DISK:7134708.44;PPT:52.6;SQ:18.;NET:16#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822647;DISK:7134696.44;PPT:53.7;SQ:19.;NET:26#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822667;DISK:7134688.44;PPT:53.2;SQ:20.;NET:36#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822696;DISK:7134684.44;PPT:52.6;SQ:19.;NET:46#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822717;DISK:7134680.44;PPT:53.7;SQ:19.;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822752;DISK:7134672.44;PPT:53.7;SQ:18.;NET:27#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822773;DISK:7134668.44;PPT:53.7;SQ:18.;NET:37#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557822802;DISK:7134660.44;PPT:53.7;SQ:18.;NET:47#\n'
72:72:0.0:b'password#STA:TxTest;TM:1557822913;DISK:7134616.44;PPT:58.;SQ:18.;NET:1#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557822948;DISK:7134600.44;PPT:54.8;SQ:16.;NET:2#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557822967;DISK:7134592.44;PPT:54.2;NET:3#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557822995;DISK:7134584.44;PPT:55.8;SQ:17.;NET:4#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823015;DISK:7134572.44;PPT:55.8;SQ:17.;NET:10#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823064;DISK:7134560.44;PPT:54.8;SQ:18.;NET:30#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823094;DISK:7134556.44;PPT:53.7;SQ:15.;NET:40#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823122;DISK:7134548.44;PPT:53.2;SQ:13.;NET:11#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823150;DISK:7134544.44;PPT:52.6;SQ:15.;NET:21#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823171;DISK:7134536.44;PPT:51.5;SQ:14.;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823200;DISK:7134524.44;PPT:53.7;SQ:16.;NET:41#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823222;DISK:7134520.44;PPT:52.6;SQ:17.;NET:12#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823251;DISK:7134512.44;PPT:52.6;SQ:17.;NET:22#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823271;DISK:7134504.44;PPT:53.2;SQ:18.;NET:32#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823307;DISK:7134500.44;PPT:53.7;SQ:15.;NET:42#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823327;DISK:7134496.44;PPT:53.7;SQ:16.;NET:13#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823363;DISK:7134484.44;PPT:54.2;SQ:17.;NET:23#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823382;DISK:7134480.44;PPT:55.3;SQ:17.;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823411;DISK:7134472.44;PPT:53.7;SQ:17.;NET:43#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823432;DISK:7134468.44;PPT:53.7;SQ:17.;NET:14#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823468;DISK:7134464.44;PPT:53.7;SQ:17.;NET:24#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823489;DISK:7134456.44;PPT:53.2;SQ:17.;NET:34#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823568;DISK:7134432.44;PPT:53.7;SQ:15.;NET:15#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823596;DISK:7134424.44;PPT:53.7;SQ:15.;NET:25#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557823616;DISK:7134420.44;PPT:54.8;NET:35#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823644;DISK:7134412.44;PPT:53.7;SQ:17.;NET:45#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557823666;DISK:7134408.44;PPT:55.3;NET:16#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557823693;DISK:7134404.44;PPT:54.8;NET:26#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823714;DISK:7134392.44;PPT:54.2;SQ:18.;NET:36#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823742;DISK:7134388.44;PPT:53.2;SQ:18.;NET:46#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823764;DISK:7134384.44;PPT:53.7;SQ:18.;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823799;DISK:7134376.44;PPT:54.8;SQ:19.;NET:27#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823820;DISK:7134372.44;PPT:53.7;SQ:19.;NET:37#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557823848;DISK:7134364.44;PPT:54.8;SQ:19.;NET:47#\n'
126:126:0.0:b'password#STA:TxTest;TM:1557824411;DISK:7134312.44;PPT:55.8;SQ:16.;NET:1#\n[ 6219.200975] Under-voltage detected! (0x00050005)\r\n'
73:73:0.0:b'password#STA:TxTest;TM:1557824472;DISK:7134292.44;PPT:53.7;SQ:17.;NET:3#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557824507;DISK:7134288.44;PPT:53.2;SQ:17.;NET:4#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824527;DISK:7134280.44;PPT:53.7;SQ:18.;NET:10#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824555;DISK:7134272.44;PPT:53.7;SQ:18.;NET:20#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824576;DISK:7134268.44;PPT:54.2;SQ:18.;NET:30#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824604;DISK:7134264.44;PPT:53.7;SQ:18.;NET:40#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824626;DISK:7134252.44;PPT:53.7;SQ:18.;NET:11#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824654;DISK:7134248.44;PPT:53.7;SQ:17.;NET:21#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824674;DISK:7134240.44;PPT:53.7;SQ:17.;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824702;DISK:7134228.44;PPT:53.7;SQ:18.;NET:41#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824724;DISK:7134224.44;PPT:53.7;SQ:16.;NET:12#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824752;DISK:7134212.44;PPT:53.2;SQ:19.;NET:22#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824772;DISK:7134204.44;PPT:53.7;SQ:18.;NET:32#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824800;DISK:7134200.44;PPT:53.7;SQ:18.;NET:42#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824822;DISK:7134192.44;PPT:53.2;SQ:15.;NET:13#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824851;DISK:7134184.44;PPT:53.7;SQ:18.;NET:23#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824871;DISK:7134176.44;PPT:54.2;SQ:18.;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824907;DISK:7134168.44;PPT:54.8;SQ:16.;NET:43#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824928;DISK:7134164.44;PPT:53.7;SQ:18.;NET:14#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824957;DISK:7134160.44;PPT:54.2;SQ:18.;NET:24#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557824977;DISK:7134152.44;PPT:53.7;SQ:18.;NET:34#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557825013;DISK:7134148.44;PPT:54.2;SQ:18.;NET:44#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557825033;DISK:7134140.44;PPT:53.2;SQ:18.;NET:15#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557825089;DISK:7134128.44;PPT:54.2;SQ:18.;NET:35#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557825117;DISK:7134120.44;PPT:54.8;SQ:18.;NET:45#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557825138;DISK:7134116.44;PPT:53.7;SQ:18.;NET:16#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557825166;DISK:7134112.44;PPT:53.7;SQ:18.;NET:26#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557825186;DISK:7134104.44;PPT:54.8;SQ:19.;NET:36#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557825215;DISK:7134096.44;PPT:54.2;SQ:17.;NET:46#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557825236;DISK:7134092.44;PPT:53.7;SQ:18.;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557825264;DISK:7134084.44;PPT:54.2;SQ:18.;NET:27#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557825284;DISK:7134080.44;PPT:54.8;SQ:18.;NET:37#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557825313;DISK:7134068.44;PPT:54.2;SQ:18.;NET:47#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557825357;DISK:7134048.44;PPT:55.8;NET:7#\n'
72:72:0.0:b'password#STA:TxTest;TM:1557866204;DISK:7134012.44;PPT:58.;SQ:18.;NET:1#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557866230;DISK:7134000.44;PPT:54.8;SQ:18.;NET:2#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557866249;DISK:7133996.44;PPT:55.8;SQ:18.;NET:3#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557866277;DISK:7133984.44;PPT:55.8;SQ:18.;NET:4#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866305;DISK:7133976.44;PPT:53.7;SQ:18.;NET:10#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866334;DISK:7133968.44;PPT:53.7;SQ:18.;NET:20#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866353;DISK:7133960.44;PPT:54.8;SQ:18.;NET:30#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866389;DISK:7133956.44;PPT:53.7;SQ:18.;NET:40#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866409;DISK:7133948.44;PPT:54.8;SQ:18.;NET:11#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866444;DISK:7133940.44;PPT:53.7;SQ:18.;NET:21#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866464;DISK:7133936.44;PPT:52.6;SQ:18.;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866493;DISK:7133928.44;PPT:54.2;SQ:18.;NET:41#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866515;DISK:7133920.44;PPT:53.7;SQ:18.;NET:12#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866550;DISK:7133912.44;PPT:54.8;SQ:18.;NET:22#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866570;DISK:7133904.44;PPT:54.8;SQ:18.;NET:32#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866598;DISK:7133900.44;PPT:54.8;SQ:18.;NET:42#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866626;DISK:7133896.44;PPT:54.8;SQ:18.;NET:13#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866654;DISK:7133888.44;PPT:53.2;SQ:18.;NET:23#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866681;DISK:7133880.44;PPT:53.2;SQ:18.;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866711;DISK:7133872.44;PPT:54.2;SQ:18.;NET:43#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866738;DISK:7133868.44;PPT:53.2;SQ:18.;NET:14#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866766;DISK:7133860.44;PPT:54.8;SQ:18.;NET:24#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866786;DISK:7133852.44;PPT:53.2;SQ:18.;NET:34#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866816;DISK:7133848.44;PPT:52.6;SQ:18.;NET:44#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866844;DISK:7133844.44;PPT:54.2;SQ:18.;NET:15#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866872;DISK:7133832.44;PPT:52.6;SQ:18.;NET:25#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866891;DISK:7133828.44;PPT:54.2;SQ:18.;NET:35#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866928;DISK:7133816.44;PPT:54.2;SQ:18.;NET:45#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866948;DISK:7133812.44;PPT:53.7;SQ:18.;NET:16#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557866977;DISK:7133808.44;PPT:54.2;SQ:18.;NET:26#\n'
127:127:0.0:b'password#STA:TxTest;TM:1557866996;DISK:7133800.44;PPT:52.6;SQ:18.;NET:36#\n[ 8047.520993] Under-voltage detected! (0x00050005)\r\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867025;DISK:7133792.44;PPT:53.7;SQ:18.;NET:46#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867046;DISK:7133788.44;PPT:53.7;SQ:18.;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867075;DISK:7133780.44;PPT:53.2;SQ:18.;NET:27#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867095;DISK:7133776.44;PPT:53.7;SQ:18.;NET:37#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867131;DISK:7133764.44;PPT:53.7;SQ:18.;NET:47#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557867243;DISK:7133716.44;PPT:58.5;SQ:18.;NET:1#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557867271;DISK:7133704.44;PPT:54.8;SQ:18.;NET:2#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557867297;DISK:7133696.44;PPT:54.2;SQ:18.;NET:3#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557867325;DISK:7133692.44;PPT:53.2;SQ:18.;NET:4#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867346;DISK:7133688.44;PPT:53.7;SQ:18.;NET:10#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867374;DISK:7133680.44;PPT:53.7;SQ:18.;NET:20#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867395;DISK:7133668.44;PPT:54.2;SQ:18.;NET:30#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867423;DISK:7133664.44;PPT:53.2;SQ:18.;NET:40#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867444;DISK:7133656.44;PPT:53.7;SQ:18.;NET:11#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867472;DISK:7133652.44;PPT:53.7;SQ:18.;NET:21#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867493;DISK:7133648.44;PPT:55.3;SQ:18.;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867522;DISK:7133636.44;PPT:54.8;SQ:18.;NET:41#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867542;DISK:7133632.44;PPT:54.8;SQ:18.;NET:12#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867570;DISK:7133624.44;PPT:54.2;SQ:18.;NET:22#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867590;DISK:7133616.44;PPT:54.8;SQ:18.;NET:32#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557867612;SQ:18.;NET:42#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557867641;DISK:7133608.44;PPT:53.2;SQ:18.;NET:2#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557867662;DISK:7133596.44;PPT:53.2;SQ:18.;NET:3#\n'
41:41:0.0:b'password#STA:TxTest;TM:1557867690;NET:4#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867711;DISK:7133584.44;PPT:54.8;SQ:18.;NET:10#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867739;DISK:7133572.44;PPT:55.8;SQ:18.;NET:20#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867760;DISK:7133564.44;PPT:54.8;SQ:18.;NET:30#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867797;DISK:7133556.44;PPT:52.6;SQ:18.;NET:40#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867818;DISK:7133552.44;PPT:53.7;SQ:18.;NET:24#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557867818;SQ:18.;NET:34#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867869;DISK:7133536.44;PPT:52.6;SQ:18.;NET:21#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867892;DISK:7133532.44;PPT:53.7;SQ:18.;NET:41#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867921;DISK:7133524.44;PPT:54.8;SQ:18.;NET:12#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557867921;DISK:7133524.44;PPT:54.8;SQ:18.;NET:15#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557867949;SQ:18.;NET:22#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557867949;SQ:18.;NET:25#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557867997;SQ:18.;NET:35#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868053;DISK:7133492.44;PPT:52.6;SQ:17.;NET:45#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868074;DISK:7133484.44;PPT:53.7;SQ:18.;NET:42#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557868074;SQ:18.;NET:16#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557868125;SQ:18.;NET:26#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868146;DISK:7133464.44;PPT:54.2;SQ:18.;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868176;DISK:7133456.44;PPT:53.2;SQ:18.;NET:43#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868198;DISK:7133444.44;PPT:52.6;SQ:18.;NET:14#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868230;DISK:7133440.44;PPT:55.8;SQ:18.;NET:34#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868259;DISK:7133432.44;PPT:54.8;SQ:18.;NET:44#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557868229;SQ:18.;NET:15#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868316;DISK:7133416.44;PPT:53.7;SQ:18.;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868344;DISK:7133400.44;PPT:53.2;SQ:17.;NET:27#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868372;DISK:7133396.44;PPT:54.8;SQ:17.;NET:35#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868402;DISK:7133388.44;PPT:54.8;SQ:17.;NET:45#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557868444;DISK:7133064.44;PPT:61.2;NET:7#\n'
126:126:0.0:b'[ 9599.191032] Under-voltage detected! (0x00050005)\r\npassword#STA:TxTest;TM:1557868550;DISK:7133292.44;PPT:60.7;SQ:18.;NET:1#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557868603;DISK:7133264.44;PPT:56.4;SQ:18.;NET:3#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557868631;DISK:7133260.44;PPT:54.2;SQ:18.;NET:4#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868652;DISK:7133256.44;PPT:54.8;SQ:18.;NET:10#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868680;DISK:7133248.44;PPT:54.8;SQ:18.;NET:20#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868707;DISK:7133244.44;PPT:55.3;SQ:18.;NET:30#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868737;DISK:7133232.44;PPT:55.8;SQ:18.;NET:40#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868759;DISK:7133228.44;PPT:54.8;SQ:18.;NET:11#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868787;DISK:7133224.44;PPT:55.3;SQ:18.;NET:21#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868808;DISK:7133212.44;PPT:53.7;SQ:18.;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868836;DISK:7133208.44;PPT:54.8;SQ:18.;NET:41#\n'
127:127:0.0:b'password#STA:TxTest;TM:1557868857;DISK:7133196.44;PPT:54.2;SQ:18.;NET:12#\n[ 9907.031004] Under-voltage detected! (0x00050005)\r\n'
127:127:0.0:b'password#STA:TxTest;TM:1557868884;DISK:7133188.44;PPT:53.7;SQ:18.;NET:22#\n[ 9927.831007] Under-voltage detected! (0x00050005)\r\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868905;DISK:7133180.44;PPT:53.7;SQ:18.;NET:32#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868934;DISK:7133176.44;PPT:53.2;SQ:18.;NET:42#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868955;DISK:7133168.44;PPT:55.3;SQ:18.;NET:13#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557868982;DISK:7133164.44;PPT:54.2;SQ:18.;NET:23#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869003;DISK:7133160.44;PPT:53.2;SQ:18.;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869032;DISK:7133152.44;PPT:53.2;SQ:18.;NET:43#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869052;DISK:7133144.44;PPT:54.8;SQ:18.;NET:14#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869080;DISK:7133136.44;PPT:54.8;SQ:18.;NET:24#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869101;DISK:7133132.44;PPT:54.2;SQ:18.;NET:34#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869129;DISK:7133128.44;PPT:54.8;SQ:18.;NET:44#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869150;DISK:7133120.44;PPT:54.8;SQ:18.;NET:15#\n'
127:127:0.0:b'[10221.110996] Under-voltage detected! (0x00050005)\r\npassword#STA:TxTest;TM:1557869178;DISK:7133112.44;PPT:54.8;SQ:18.;NET:25#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869199;DISK:7133108.44;PPT:53.7;SQ:18.;NET:35#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869228;DISK:7133096.44;PPT:54.8;SQ:18.;NET:45#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869249;DISK:7133092.44;PPT:53.2;SQ:18.;NET:16#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869284;DISK:7133088.44;PPT:53.2;SQ:18.;NET:26#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869304;DISK:7133080.44;PPT:54.8;SQ:18.;NET:36#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869332;DISK:7133072.44;PPT:53.7;SQ:18.;NET:46#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869354;DISK:7133068.44;PPT:53.2;SQ:18.;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869390;DISK:7133052.44;PPT:52.6;SQ:18.;NET:27#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869409;DISK:7133048.44;PPT:53.7;SQ:18.;NET:37#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869438;DISK:7133036.44;PPT:53.7;SQ:18.;NET:47#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557869602;DISK:7132980.44;PPT:53.7;SQ:18.;NET:2#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557869621;DISK:7132972.44;PPT:53.7;SQ:18.;NET:3#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557869648;DISK:7132968.44;PPT:54.8;SQ:18.;NET:4#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869669;DISK:7132964.44;PPT:52.6;SQ:18.;NET:10#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869697;DISK:7132956.44;PPT:53.2;SQ:18.;NET:20#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869724;DISK:7132952.44;PPT:53.7;SQ:18.;NET:30#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869754;DISK:7132948.44;PPT:54.2;SQ:18.;NET:40#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869776;DISK:7132936.44;PPT:54.2;SQ:18.;NET:11#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869819;DISK:7132928.44;PPT:52.6;SQ:18.;NET:21#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869839;DISK:7132924.44;PPT:54.8;SQ:18.;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869867;DISK:7132912.44;PPT:54.2;SQ:18.;NET:41#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869889;DISK:7132908.44;PPT:53.2;SQ:18.;NET:12#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869916;DISK:7132900.44;PPT:52.6;SQ:18.;NET:22#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869938;DISK:7132896.44;PPT:53.7;SQ:18.;NET:32#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869974;DISK:7132888.44;PPT:54.8;SQ:18.;NET:42#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557869995;DISK:7132880.44;PPT:52.6;SQ:18.;NET:13#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557870050;DISK:7132872.44;PPT:52.6;SQ:18.;NET:33#\n'
